new_skill,occurrence_rows,source_files
Faiss,41,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Fast Pair,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
FasterTransformer,43,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
FastGPT,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
flex.ai,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
FlexAI,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Flux,45,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Foundation Model,15,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
FPS游戏AI,9,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Full-Stack AI架构,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Function Calling,416,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
GAIA,15,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
GAIA-1,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
GAIL,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Gemini,112,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Gemini API,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Gemini CLI,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
GenAI,12,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
GenAI-Bench,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
GenAI安全,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
General Agent,9,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Generative AI,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
GeoTransformer,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
GitHub Copilot,115,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
GLM,47,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
GLM Agent,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
GLM-4-Voice,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
glmark2,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Google AI API,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Google AI Edge SDK,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Google Vision AI,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
GPT,439,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
GPT API,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
GPT-3,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
GPT-4,21,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
GPT-4 API,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
GPT-4o,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
GPT-4V,20,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
GPT-SoVITS,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
GPTQ,30,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
GPT模型优化,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
GPT结构,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
GPU Embedding,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
GPU与AI框架协作,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
GPU推理优化,9,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
GPU推理加速,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
GPU算力,9,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
GPU算力交付运维,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Graph Embedding,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Graph RAG,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Graph-LLM,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Guardrail,9,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Guardrails,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
GUI Agent,44,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
GUI智能体,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Hermes Agent,29,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Hermes-Agent,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
HuBERT,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Hugging Face,94,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Hugging Face Diffusers,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Hugging Face Transformers,38,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
HuggingFace,48,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
HuggingFace Accelerate,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
HuggingFace TGI,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
HuggingFace Transformers,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Human-AI Interaction,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Hyper-V Containers,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
IDC智能化,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
IJCAI,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
iLogtail,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
InfluxDB,33,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Inpainting,12,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
InstructGPT,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Intel AI芯片,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Jailbreak,15,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Java Agent,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
JetBrains插件,21,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
JPEG-AI,15,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Kata Containers,76,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Kling,12,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
L3/L4智能网联车辆,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
LangChain,931,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
LangChain.js,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
LangGraph,439,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
LangGraph4j,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
LayaAir,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
LCM-LoRA,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Liberty,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
LivePortrait,8,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
LLaMA,213,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
LLaMA 3,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
LLaMA Factory,9,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Llama-3-8B,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
LLaMA-Factory,12,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
llama.cpp,21,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Llama3,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
LlamaFactory,24,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
LlamaIndex,265,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
LlamaIndex Workflows,9,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
LLM,3130,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
LLM + Data,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
LLM Agent,89,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
LLM Agent安全,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
LLM Agent框架,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
LLM Alignment,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
LLM API,78,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
LLM API集成,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
LLM App Platform,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
LLM as Judge,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
LLM Benchmark,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
LLM Chatbot,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
LLM Eval,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
LLM evaluation,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
LLM Finetune,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
LLM for RecSys,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
LLM for Security,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
LLM Gateway,14,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
LLM Guard,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
LLM Harness,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
LLM Inference,9,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
LLM Judge,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
LLM on Edge,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
LLM Post-Training,15,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
LLM Prompt Engineering,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
LLM Safety,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
LLM Security,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
LLM Serving,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
LLM Tracing,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
LLM Training Infra,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
LLM wiki,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
LLM+RL,9,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
LLM-as-a-Judge,32,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
LLM-as-Judge,15,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
LLM-based Agent,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
LLM-based推搜广告,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
LLM-based策略优化,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
LLM-based音频合成,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
LLM-Powered应用,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
LLM工具调用,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
LLM工程化,12,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
LLM推理优化,23,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
LLM推理加速,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
LLM模型压缩,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
LLM模型部署,11,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
LLM训练优化,19,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
LoRA,255,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
LoRA-SFT,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
LoRA微调,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
LoRA训练,12,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
MaaS,91,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
MaaS平台,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
MaaS推理平台,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
MAI Agent,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Mailbox,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Manus Agent,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Manus AI,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
MCP,696,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
MCP Client,6,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
MCP Security,3,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
MCP Server,21,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
Megatron,487,job_bigcompany_final.csv; job_update_event_stream.csv; job_skill_monthly_frequency.csv
