standard_job,skill,kg_display_skill,monthly_jd_count,monthly_skill_count,monthly_skill_frequency,cumulative_jd_count,cumulative_skill_count,cumulative_skill_frequency,snapshot_skill_status,is_core_skill,rank_in_month,source_month,source_type,profile_generated_at
服务器工程师,编程语言,编程语言,3,1,0.333333,41,2,0.04878,当月活跃技能,0,13,2026-07,system,2026-08-08T05:28:57+00:00
服务器工程师,计算机体系结构,硬件与芯片,3,1,0.333333,41,22,0.536585,稳定核心技能,1,14,2026-07,system,2026-08-08T05:28:57+00:00
服务器工程师,软件测试,软件测试,3,1,0.333333,41,31,0.756098,稳定核心技能,1,15,2026-07,system,2026-08-08T05:28:57+00:00
服务器工程师,软硬件协同,硬件与芯片,3,1,0.333333,41,2,0.04878,当月活跃技能,0,16,2026-07,system,2026-08-08T05:28:57+00:00
机器人算法工程师,C/C++,编程语言,2,2,1.0,17,16,0.941176,稳定核心技能,1,1,2026-06,system,2026-08-08T05:28:57+00:00
机器人算法工程师,Java,编程语言,2,2,1.0,17,15,0.882353,稳定核心技能,1,2,2026-06,system,2026-08-08T05:28:57+00:00
机器人算法工程师,Machine Learning,AI,2,2,1.0,17,14,0.823529,稳定核心技能,1,3,2026-06,system,2026-08-08T05:28:57+00:00
机器人算法工程师,Python,编程语言,2,2,1.0,17,15,0.882353,稳定核心技能,1,4,2026-06,system,2026-08-08T05:28:57+00:00
机器人算法工程师,仿真技术,科学计算与仿真,2,2,1.0,17,15,0.882353,稳定核心技能,1,5,2026-06,system,2026-08-08T05:28:57+00:00
机器人算法工程师,Go,编程语言,2,1,0.5,17,14,0.823529,稳定核心技能,1,6,2026-06,system,2026-08-08T05:28:57+00:00
机器人算法工程师,VLA模型,大模型,2,1,0.5,17,15,0.882353,稳定核心技能,1,7,2026-06,system,2026-08-08T05:28:57+00:00
机器人算法工程师,分布式系统,软件工程,2,1,0.5,17,15,0.882353,稳定核心技能,1,8,2026-06,system,2026-08-08T05:28:57+00:00
机器人软件工程师,C/C++,编程语言,1,1,1.0,14,14,1.0,稳定核心技能,1,1,2026-07,system,2026-08-08T05:28:57+00:00
机器人软件工程师,Machine Learning,AI,1,1,1.0,14,14,1.0,稳定核心技能,1,2,2026-07,system,2026-08-08T05:28:57+00:00
机器人软件工程师,Python,编程语言,1,1,1.0,14,14,1.0,稳定核心技能,1,3,2026-07,system,2026-08-08T05:28:57+00:00
机器人软件工程师,云计算,云计算,1,1,1.0,14,14,1.0,稳定核心技能,1,4,2026-07,system,2026-08-08T05:28:57+00:00
机器人软件工程师,仿真技术,科学计算与仿真,1,1,1.0,14,14,1.0,稳定核心技能,1,5,2026-07,system,2026-08-08T05:28:57+00:00
机器人软件工程师,汽车电子,行业应用,1,1,1.0,14,14,1.0,稳定核心技能,1,6,2026-07,system,2026-08-08T05:28:57+00:00
机器人软件工程师,编程语言,编程语言,1,1,1.0,14,14,1.0,稳定核心技能,1,7,2026-07,system,2026-08-08T05:28:57+00:00
机器人软件工程师,触觉技术,交互体验,1,1,1.0,14,14,1.0,稳定核心技能,1,8,2026-07,system,2026-08-08T05:28:57+00:00
机器学习算法工程师,C/C++,编程语言,1,1,1.0,18,11,0.611111,稳定核心技能,1,1,2026-04,system,2026-08-08T05:28:57+00:00
机器学习算法工程师,GPU,系统与运维,1,1,1.0,18,10,0.555556,稳定核心技能,1,2,2026-04,system,2026-08-08T05:28:57+00:00
机器学习算法工程师,Go,编程语言,1,1,1.0,18,11,0.611111,稳定核心技能,1,3,2026-04,system,2026-08-08T05:28:57+00:00
机器学习算法工程师,Hive,数据工程,1,1,1.0,18,10,0.555556,稳定核心技能,1,4,2026-04,system,2026-08-08T05:28:57+00:00
机器学习算法工程师,Java,编程语言,1,1,1.0,18,10,0.555556,稳定核心技能,1,5,2026-04,system,2026-08-08T05:28:57+00:00
机器学习算法工程师,Kubernetes,系统与运维,1,1,1.0,18,10,0.555556,稳定核心技能,1,6,2026-04,system,2026-08-08T05:28:57+00:00
机器学习算法工程师,Linux,系统与运维,1,1,1.0,18,11,0.611111,稳定核心技能,1,7,2026-04,system,2026-08-08T05:28:57+00:00
机器学习算法工程师,Machine Learning,AI,1,1,1.0,18,11,0.611111,稳定核心技能,1,8,2026-04,system,2026-08-08T05:28:57+00:00
机器学习算法工程师,NLP,大模型,1,1,1.0,18,10,0.555556,稳定核心技能,1,9,2026-04,system,2026-08-08T05:28:57+00:00
机器学习算法工程师,PyTorch,AI,1,1,1.0,18,11,0.611111,稳定核心技能,1,10,2026-04,system,2026-08-08T05:28:57+00:00
机器学习算法工程师,Python,编程语言,1,1,1.0,18,11,0.611111,稳定核心技能,1,11,2026-04,system,2026-08-08T05:28:57+00:00
机器学习算法工程师,Spark,数据工程,1,1,1.0,18,10,0.555556,稳定核心技能,1,12,2026-04,system,2026-08-08T05:28:57+00:00
机器学习算法工程师,TensorFlow,AI,1,1,1.0,18,11,0.611111,稳定核心技能,1,13,2026-04,system,2026-08-08T05:28:57+00:00
机器学习算法工程师,分布式系统,软件工程,1,1,1.0,18,10,0.555556,稳定核心技能,1,14,2026-04,system,2026-08-08T05:28:57+00:00
机器学习算法工程师,数据工程,数据工程,1,1,1.0,18,10,0.555556,稳定核心技能,1,15,2026-04,system,2026-08-08T05:28:57+00:00
机器学习算法工程师,机器学习,AI,1,1,1.0,18,11,0.611111,稳定核心技能,1,16,2026-04,system,2026-08-08T05:28:57+00:00
机器学习算法工程师,深度学习,AI,1,1,1.0,18,10,0.555556,稳定核心技能,1,17,2026-04,system,2026-08-08T05:28:57+00:00
机器学习算法工程师,计算机视觉,计算机视觉与图形,1,1,1.0,18,10,0.555556,稳定核心技能,1,18,2026-04,system,2026-08-08T05:28:57+00:00
测试工程师,C/C++,编程语言,2,2,1.0,17,13,0.764706,稳定核心技能,1,1,2026-06,system,2026-08-08T05:28:57+00:00
测试工程师,数据工程,数据工程,2,2,1.0,17,11,0.647059,稳定核心技能,1,2,2026-06,system,2026-08-08T05:28:57+00:00
测试工程师,AI测试,AI,2,1,0.5,17,6,0.352941,稳定核心技能,1,3,2026-06,system,2026-08-08T05:28:57+00:00
测试工程师,Ai coding,AI,2,1,0.5,17,2,0.117647,当月活跃技能,0,4,2026-06,system,2026-08-08T05:28:57+00:00
测试工程师,Go,编程语言,2,1,0.5,17,12,0.705882,稳定核心技能,1,5,2026-06,system,2026-08-08T05:28:57+00:00
测试工程师,Java,编程语言,2,1,0.5,17,10,0.588235,稳定核心技能,1,6,2026-06,system,2026-08-08T05:28:57+00:00
测试工程师,Linux,系统与运维,2,1,0.5,17,9,0.529412,稳定核心技能,1,7,2026-06,system,2026-08-08T05:28:57+00:00
测试工程师,Python,编程语言,2,1,0.5,17,13,0.764706,稳定核心技能,1,8,2026-06,system,2026-08-08T05:28:57+00:00
测试工程师,Shell脚本,编程语言,2,1,0.5,17,9,0.529412,稳定核心技能,1,9,2026-06,system,2026-08-08T05:28:57+00:00
测试工程师,时间序列算法,算法与数学,2,1,0.5,17,2,0.117647,当月活跃技能,0,10,2026-06,system,2026-08-08T05:28:57+00:00
测试工程师,计算机视觉,计算机视觉与图形,2,1,0.5,17,2,0.117647,当月活跃技能,0,11,2026-06,system,2026-08-08T05:28:57+00:00
测试工程师,软件测试,软件测试,2,1,0.5,17,11,0.647059,稳定核心技能,1,12,2026-06,system,2026-08-08T05:28:57+00:00
测试工程师,通信技术,通信与网络,2,1,0.5,17,9,0.529412,稳定核心技能,1,13,2026-06,system,2026-08-08T05:28:57+00:00
测试开发工程师,AI测试,AI,2,1,0.5,59,31,0.525424,稳定核心技能,1,1,2026-07,system,2026-08-08T05:28:57+00:00
测试开发工程师,Ai coding,AI,2,1,0.5,59,27,0.457627,稳定核心技能,1,2,2026-07,system,2026-08-08T05:28:57+00:00
测试开发工程师,C/C++,编程语言,2,1,0.5,59,30,0.508475,稳定核心技能,1,3,2026-07,system,2026-08-08T05:28:57+00:00
测试开发工程师,Go,编程语言,2,1,0.5,59,31,0.525424,稳定核心技能,1,4,2026-07,system,2026-08-08T05:28:57+00:00
测试开发工程师,Java,编程语言,2,1,0.5,59,30,0.508475,稳定核心技能,1,5,2026-07,system,2026-08-08T05:28:57+00:00
测试开发工程师,JavaScript,编程语言,2,1,0.5,59,26,0.440678,稳定核心技能,1,6,2026-07,system,2026-08-08T05:28:57+00:00
测试开发工程师,LLM,大模型,2,1,0.5,59,5,0.084746,当月活跃技能,0,7,2026-07,system,2026-08-08T05:28:57+00:00
测试开发工程师,Linux,系统与运维,2,1,0.5,59,25,0.423729,稳定核心技能,1,8,2026-07,system,2026-08-08T05:28:57+00:00
测试开发工程师,MySQL,数据工程,2,1,0.5,59,25,0.423729,稳定核心技能,1,9,2026-07,system,2026-08-08T05:28:57+00:00
测试开发工程师,Objective-C,编程语言,2,1,0.5,59,25,0.423729,稳定核心技能,1,10,2026-07,system,2026-08-08T05:28:57+00:00
测试开发工程师,PHP,编程语言,2,1,0.5,59,26,0.440678,稳定核心技能,1,11,2026-07,system,2026-08-08T05:28:57+00:00
测试开发工程师,Python,编程语言,2,1,0.5,59,31,0.525424,稳定核心技能,1,12,2026-07,system,2026-08-08T05:28:57+00:00
测试开发工程师,Shell脚本,编程语言,2,1,0.5,59,26,0.440678,稳定核心技能,1,13,2026-07,system,2026-08-08T05:28:57+00:00
测试开发工程师,prompt工程,大模型,2,1,0.5,59,17,0.288136,稳定核心技能,1,14,2026-07,system,2026-08-08T05:28:57+00:00
测试开发工程师,数据工程,数据工程,2,1,0.5,59,26,0.440678,稳定核心技能,1,15,2026-07,system,2026-08-08T05:28:57+00:00
测试开发工程师,自动化测试,软件开发,2,1,0.5,59,24,0.40678,稳定核心技能,1,16,2026-07,system,2026-08-08T05:28:57+00:00
测试开发工程师,软件开发,软件开发,2,1,0.5,59,26,0.440678,稳定核心技能,1,17,2026-07,system,2026-08-08T05:28:57+00:00
测试开发工程师,软件测试,软件测试,2,1,0.5,59,31,0.525424,稳定核心技能,1,18,2026-07,system,2026-08-08T05:28:57+00:00
热设计工程师,Python,编程语言,2,2,1.0,26,26,1.0,稳定核心技能,1,1,2026-07,system,2026-08-08T05:28:57+00:00
热设计工程师,仿真技术,科学计算与仿真,2,2,1.0,26,26,1.0,稳定核心技能,1,2,2026-07,system,2026-08-08T05:28:57+00:00
热设计工程师,硬件开发,硬件与芯片,2,2,1.0,26,26,1.0,稳定核心技能,1,3,2026-07,system,2026-08-08T05:28:57+00:00
热设计工程师,算法工程,算法与数学,2,2,1.0,26,26,1.0,稳定核心技能,1,4,2026-07,system,2026-08-08T05:28:57+00:00
电源工程师,Python,编程语言,3,3,1.0,33,27,0.818182,稳定核心技能,1,1,2026-07,system,2026-08-08T05:28:57+00:00
电源工程师,仿真技术,科学计算与仿真,3,3,1.0,33,25,0.757576,稳定核心技能,1,2,2026-07,system,2026-08-08T05:28:57+00:00
电源工程师,参数估计,算法与数学,3,3,1.0,33,24,0.727273,稳定核心技能,1,3,2026-07,system,2026-08-08T05:28:57+00:00
电源工程师,C/C++,编程语言,3,2,0.666667,33,23,0.69697,稳定核心技能,1,4,2026-07,system,2026-08-08T05:28:57+00:00
电源工程师,PLC编程,工业与物联网,3,2,0.666667,33,21,0.636364,稳定核心技能,1,5,2026-07,system,2026-08-08T05:28:57+00:00
电源工程师,信号完整性,硬件与芯片,3,2,0.666667,33,3,0.090909,当月活跃技能,0,6,2026-07,system,2026-08-08T05:28:57+00:00
电源工程师,机器人与自动驾驶,机器人与自动驾驶,3,2,0.666667,33,10,0.30303,稳定核心技能,1,7,2026-07,system,2026-08-08T05:28:57+00:00
电源工程师,模拟电路设计,硬件与芯片,3,2,0.666667,33,23,0.69697,稳定核心技能,1,8,2026-07,system,2026-08-08T05:28:57+00:00
电源工程师,汽车电子,行业应用,3,2,0.666667,33,23,0.69697,稳定核心技能,1,9,2026-07,system,2026-08-08T05:28:57+00:00
电源工程师,充电系统,硬件与芯片,3,1,0.333333,33,4,0.121212,当月活跃技能,0,10,2026-07,system,2026-08-08T05:28:57+00:00
电源工程师,深度学习,AI,3,1,0.333333,33,6,0.181818,当月活跃技能,0,11,2026-07,system,2026-08-08T05:28:57+00:00
电源工程师,硬件开发,硬件与芯片,3,1,0.333333,33,22,0.666667,稳定核心技能,1,12,2026-07,system,2026-08-08T05:28:57+00:00
电源工程师,通信技术,通信与网络,3,1,0.333333,33,5,0.151515,当月活跃技能,0,13,2026-07,system,2026-08-08T05:28:57+00:00
硬件工程师,硬件开发,硬件与芯片,4,4,1.0,36,22,0.611111,稳定核心技能,1,1,2026-06,system,2026-08-08T05:28:57+00:00
硬件工程师,IT基础设施,云计算,4,3,0.75,36,20,0.555556,稳定核心技能,1,2,2026-06,system,2026-08-08T05:28:57+00:00
硬件工程师,C/C++,编程语言,4,2,0.5,36,24,0.666667,稳定核心技能,1,3,2026-06,system,2026-08-08T05:28:57+00:00
硬件工程师,Linux,系统与运维,4,2,0.5,36,19,0.527778,稳定核心技能,1,4,2026-06,system,2026-08-08T05:28:57+00:00
硬件工程师,Python,编程语言,4,2,0.5,36,19,0.527778,稳定核心技能,1,5,2026-06,system,2026-08-08T05:28:57+00:00
硬件工程师,仿真技术,科学计算与仿真,4,2,0.5,36,5,0.138889,当月活跃技能,0,6,2026-06,system,2026-08-08T05:28:57+00:00
硬件工程师,信号完整性,硬件与芯片,4,2,0.5,36,21,0.583333,稳定核心技能,1,7,2026-06,system,2026-08-08T05:28:57+00:00
硬件工程师,光学技术,硬件与芯片,4,2,0.5,36,21,0.583333,稳定核心技能,1,8,2026-06,system,2026-08-08T05:28:57+00:00
硬件工程师,分布式系统,软件工程,4,2,0.5,36,6,0.166667,当月活跃技能,0,9,2026-06,system,2026-08-08T05:28:57+00:00
硬件工程师,编程语言,编程语言,4,2,0.5,36,26,0.722222,稳定核心技能,1,10,2026-06,system,2026-08-08T05:28:57+00:00
硬件工程师,信息安全,安全,4,1,0.25,36,3,0.083333,当月活跃技能,0,11,2026-06,system,2026-08-08T05:28:57+00:00
硬件工程师,可靠性设计,系统与运维,4,1,0.25,36,2,0.055556,当月活跃技能,0,12,2026-06,system,2026-08-08T05:28:57+00:00
硬件工程师,异构计算,硬件与芯片,4,1,0.25,36,3,0.083333,当月活跃技能,0,13,2026-06,system,2026-08-08T05:28:57+00:00
硬件工程师,机器人与自动驾驶,机器人与自动驾驶,4,1,0.25,36,6,0.166667,当月活跃技能,0,14,2026-06,system,2026-08-08T05:28:57+00:00
硬件工程师,自动化技术,系统与运维,4,1,0.25,36,3,0.083333,当月活跃技能,0,15,2026-06,system,2026-08-08T05:28:57+00:00
硬件工程师,计算机体系结构,硬件与芯片,4,1,0.25,36,2,0.055556,当月活跃技能,0,16,2026-06,system,2026-08-08T05:28:57+00:00
硬件工程师,计算机视觉,计算机视觉与图形,4,1,0.25,36,3,0.083333,当月活跃技能,0,17,2026-06,system,2026-08-08T05:28:57+00:00
算法工程师,Machine Learning,AI,4,3,0.75,59,33,0.559322,稳定核心技能,1,1,2026-07,system,2026-08-08T05:28:57+00:00
算法工程师,NLP,大模型,4,3,0.75,59,36,0.610169,稳定核心技能,1,2,2026-07,system,2026-08-08T05:28:57+00:00
算法工程师,Transformer,大模型,4,3,0.75,59,31,0.525424,稳定核心技能,1,3,2026-07,system,2026-08-08T05:28:57+00:00
算法工程师,深度学习,AI,4,3,0.75,59,34,0.576271,稳定核心技能,1,4,2026-07,system,2026-08-08T05:28:57+00:00
算法工程师,C/C++,编程语言,4,2,0.5,59,31,0.525424,稳定核心技能,1,5,2026-07,system,2026-08-08T05:28:57+00:00
算法工程师,Java,编程语言,4,2,0.5,59,29,0.491525,稳定核心技能,1,6,2026-07,system,2026-08-08T05:28:57+00:00
算法工程师,Linux,系统与运维,4,2,0.5,59,27,0.457627,稳定核心技能,1,7,2026-07,system,2026-08-08T05:28:57+00:00
算法工程师,Python,编程语言,4,2,0.5,59,33,0.559322,稳定核心技能,1,8,2026-07,system,2026-08-08T05:28:57+00:00
算法工程师,Spark,数据工程,4,2,0.5,59,28,0.474576,稳定核心技能,1,9,2026-07,system,2026-08-08T05:28:57+00:00
算法工程师,TensorFlow,AI,4,2,0.5,59,34,0.576271,稳定核心技能,1,10,2026-07,system,2026-08-08T05:28:57+00:00
算法工程师,因果推断,算法与数学,4,2,0.5,59,27,0.457627,稳定核心技能,1,11,2026-07,system,2026-08-08T05:28:57+00:00
算法工程师,图像图形技术,计算机视觉与图形,4,2,0.5,59,26,0.440678,稳定核心技能,1,12,2026-07,system,2026-08-08T05:28:57+00:00
算法工程师,推荐算法,AI,4,2,0.5,59,26,0.440678,稳定核心技能,1,13,2026-07,system,2026-08-08T05:28:57+00:00
算法工程师,模型压缩,大模型,4,2,0.5,59,27,0.457627,稳定核心技能,1,14,2026-07,system,2026-08-08T05:28:57+00:00
算法工程师,算法工程,算法与数学,4,2,0.5,59,26,0.440678,稳定核心技能,1,15,2026-07,system,2026-08-08T05:28:57+00:00
算法工程师,计算机视觉,计算机视觉与图形,4,2,0.5,59,33,0.559322,稳定核心技能,1,16,2026-07,system,2026-08-08T05:28:57+00:00
算法工程师,PyTorch,AI,4,1,0.25,59,29,0.491525,稳定核心技能,1,17,2026-07,system,2026-08-08T05:28:57+00:00
算法工程师,机器学习,AI,4,1,0.25,59,26,0.440678,稳定核心技能,1,18,2026-07,system,2026-08-08T05:28:57+00:00
算法研究员,C/C++,编程语言,3,3,1.0,39,28,0.717949,稳定核心技能,1,1,2026-07,system,2026-08-08T05:28:57+00:00
算法研究员,GRPO,大模型,3,2,0.666667,39,21,0.538462,稳定核心技能,1,2,2026-07,system,2026-08-08T05:28:57+00:00
算法研究员,Machine Learning,AI,3,2,0.666667,39,24,0.615385,稳定核心技能,1,3,2026-07,system,2026-08-08T05:28:57+00:00
算法研究员,PPO,大模型,3,2,0.666667,39,25,0.641026,稳定核心技能,1,4,2026-07,system,2026-08-08T05:28:57+00:00
算法研究员,PyTorch,AI,3,2,0.666667,39,29,0.74359,稳定核心技能,1,5,2026-07,system,2026-08-08T05:28:57+00:00
算法研究员,Python,编程语言,3,2,0.666667,39,24,0.615385,稳定核心技能,1,6,2026-07,system,2026-08-08T05:28:57+00:00
算法研究员,机器学习,AI,3,2,0.666667,39,28,0.717949,稳定核心技能,1,7,2026-07,system,2026-08-08T05:28:57+00:00
算法研究员,React,编程语言,3,1,0.333333,39,2,0.051282,当月活跃技能,0,8,2026-07,system,2026-08-08T05:28:57+00:00
算法研究员,TensorFlow,AI,3,1,0.333333,39,24,0.615385,稳定核心技能,1,9,2026-07,system,2026-08-08T05:28:57+00:00
算法研究员,深度学习,AI,3,1,0.333333,39,23,0.589744,稳定核心技能,1,10,2026-07,system,2026-08-08T05:28:57+00:00
算法研究员,计算机视觉,计算机视觉与图形,3,1,0.333333,39,23,0.589744,稳定核心技能,1,11,2026-07,system,2026-08-08T05:28:57+00:00
系统软件工程师,AI基础设施,AI,3,2,0.666667,38,24,0.631579,稳定核心技能,1,1,2026-07,system,2026-08-08T05:28:57+00:00
系统软件工程师,C/C++,编程语言,3,2,0.666667,38,20,0.526316,稳定核心技能,1,2,2026-07,system,2026-08-08T05:28:57+00:00
系统软件工程师,CUDA,硬件与芯片,3,2,0.666667,38,21,0.552632,稳定核心技能,1,3,2026-07,system,2026-08-08T05:28:57+00:00
系统软件工程师,Linux,系统与运维,3,2,0.666667,38,20,0.526316,稳定核心技能,1,4,2026-07,system,2026-08-08T05:28:57+00:00
系统软件工程师,Megatron,大模型,3,2,0.666667,38,18,0.473684,稳定核心技能,1,5,2026-07,system,2026-08-08T05:28:57+00:00
系统软件工程师,Python,编程语言,3,2,0.666667,38,21,0.552632,稳定核心技能,1,6,2026-07,system,2026-08-08T05:28:57+00:00
系统软件工程师,SGLang,大模型,3,2,0.666667,38,12,0.315789,稳定核心技能,1,7,2026-07,system,2026-08-08T05:28:57+00:00
系统软件工程师,TensorRT,大模型,3,2,0.666667,38,23,0.605263,稳定核心技能,1,8,2026-07,system,2026-08-08T05:28:57+00:00
系统软件工程师,Triton,大模型,3,2,0.666667,38,21,0.552632,稳定核心技能,1,9,2026-07,system,2026-08-08T05:28:57+00:00
系统软件工程师,推理优化,大模型,3,2,0.666667,38,22,0.578947,稳定核心技能,1,10,2026-07,system,2026-08-08T05:28:57+00:00
系统软件工程师,模型并行,大模型,3,2,0.666667,38,22,0.578947,稳定核心技能,1,11,2026-07,system,2026-08-08T05:28:57+00:00
系统软件工程师,DeepSpeed,大模型,3,1,0.333333,38,19,0.5,稳定核心技能,1,12,2026-07,system,2026-08-08T05:28:57+00:00
系统软件工程师,GPU内存优化,硬件与芯片,3,1,0.333333,38,19,0.5,稳定核心技能,1,13,2026-07,system,2026-08-08T05:28:57+00:00
系统软件工程师,Java,编程语言,3,1,0.333333,38,15,0.394737,稳定核心技能,1,14,2026-07,system,2026-08-08T05:28:57+00:00
系统软件工程师,分布式训练,大模型,3,1,0.333333,38,18,0.473684,稳定核心技能,1,15,2026-07,system,2026-08-08T05:28:57+00:00
系统软件工程师,模型推理,大模型,3,1,0.333333,38,21,0.552632,稳定核心技能,1,16,2026-07,system,2026-08-08T05:28:57+00:00
系统软件工程师,模型训练,大模型,3,1,0.333333,38,11,0.289474,稳定核心技能,1,17,2026-07,system,2026-08-08T05:28:57+00:00
系统软件工程师,硬件开发,硬件与芯片,3,1,0.333333,38,15,0.394737,稳定核心技能,1,18,2026-07,system,2026-08-08T05:28:57+00:00
结构工程师,光学技术,硬件与芯片,2,2,1.0,22,20,0.909091,稳定核心技能,1,1,2026-07,system,2026-08-08T05:28:57+00:00
结构工程师,工业自动化,工业与物联网,2,2,1.0,22,21,0.954545,稳定核心技能,1,2,2026-07,system,2026-08-08T05:28:57+00:00
结构工程师,感知算法,AI,2,2,1.0,22,21,0.954545,稳定核心技能,1,3,2026-07,system,2026-08-08T05:28:57+00:00
结构工程师,机器人与自动驾驶,机器人与自动驾驶,2,2,1.0,22,20,0.909091,稳定核心技能,1,4,2026-07,system,2026-08-08T05:28:57+00:00
结构工程师,自动化技术,系统与运维,2,2,1.0,22,21,0.954545,稳定核心技能,1,5,2026-07,system,2026-08-08T05:28:57+00:00
结构工程师,仿真技术,科学计算与仿真,2,1,0.5,22,20,0.909091,稳定核心技能,1,6,2026-07,system,2026-08-08T05:28:57+00:00
结构工程师,硬件开发,硬件与芯片,2,1,0.5,22,19,0.863636,稳定核心技能,1,7,2026-07,system,2026-08-08T05:28:57+00:00
结构工程师,音视频技术,音视频技术,2,1,0.5,22,19,0.863636,稳定核心技能,1,8,2026-07,system,2026-08-08T05:28:57+00:00
网络安全工程师,Go,编程语言,2,2,1.0,28,23,0.821429,稳定核心技能,1,1,2026-07,system,2026-08-08T05:28:57+00:00
网络安全工程师,Machine Learning,AI,2,2,1.0,28,6,0.214286,当月活跃技能,0,2,2026-07,system,2026-08-08T05:28:57+00:00
网络安全工程师,大模型安全,大模型,2,2,1.0,28,25,0.892857,稳定核心技能,1,3,2026-07,system,2026-08-08T05:28:57+00:00
网络安全工程师,AI安全,安全,2,1,0.5,28,18,0.642857,稳定核心技能,1,4,2026-07,system,2026-08-08T05:28:57+00:00
网络安全工程师,AI工具,大模型,2,1,0.5,28,2,0.071429,当月活跃技能,0,5,2026-07,system,2026-08-08T05:28:57+00:00
网络安全工程师,C/C++,编程语言,2,1,0.5,28,20,0.714286,稳定核心技能,1,6,2026-07,system,2026-08-08T05:28:57+00:00
网络安全工程师,Java,编程语言,2,1,0.5,28,21,0.75,稳定核心技能,1,7,2026-07,system,2026-08-08T05:28:57+00:00
网络安全工程师,Python,编程语言,2,1,0.5,28,20,0.714286,稳定核心技能,1,8,2026-07,system,2026-08-08T05:28:57+00:00
网络安全工程师,TCP/IP,系统与运维,2,1,0.5,28,1,0.035714,当月活跃技能,0,9,2026-07,system,2026-08-08T05:28:57+00:00
网络安全工程师,信息安全,安全,2,1,0.5,28,23,0.821429,稳定核心技能,1,10,2026-07,system,2026-08-08T05:28:57+00:00
网络安全工程师,数字取证,安全,2,1,0.5,28,3,0.107143,当月活跃技能,0,11,2026-07,system,2026-08-08T05:28:57+00:00
网络安全工程师,流程自动化,软件工程,2,1,0.5,28,1,0.035714,当月活跃技能,0,12,2026-07,system,2026-08-08T05:28:57+00:00
网络工程师,IT基础设施,云计算,2,2,1.0,14,11,0.785714,稳定核心技能,1,1,2026-05,system,2026-08-08T05:28:57+00:00
网络工程师,Kubernetes,系统与运维,2,2,1.0,14,11,0.785714,稳定核心技能,1,2,2026-05,system,2026-08-08T05:28:57+00:00
网络工程师,Shell脚本,编程语言,2,2,1.0,14,12,0.857143,稳定核心技能,1,3,2026-05,system,2026-08-08T05:28:57+00:00
网络工程师,AIops,系统与运维,2,1,0.5,14,1,0.071429,当月活跃技能,0,4,2026-05,system,2026-08-08T05:28:57+00:00
网络工程师,C/C++,编程语言,2,1,0.5,14,10,0.714286,稳定核心技能,1,5,2026-05,system,2026-08-08T05:28:57+00:00
网络工程师,CSS,编程语言,2,1,0.5,14,2,0.142857,当月活跃技能,0,6,2026-05,system,2026-08-08T05:28:57+00:00
网络工程师,Go,编程语言,2,1,0.5,14,9,0.642857,稳定核心技能,1,7,2026-05,system,2026-08-08T05:28:57+00:00
网络工程师,Python,编程语言,2,1,0.5,14,10,0.714286,稳定核心技能,1,8,2026-05,system,2026-08-08T05:28:57+00:00
网络工程师,Spark,数据工程,2,1,0.5,14,2,0.142857,当月活跃技能,0,9,2026-05,system,2026-08-08T05:28:57+00:00
网络工程师,TCP/IP,系统与运维,2,1,0.5,14,11,0.785714,稳定核心技能,1,10,2026-05,system,2026-08-08T05:28:57+00:00
网络工程师,网络技术,通信与网络,2,1,0.5,14,13,0.928571,稳定核心技能,1,11,2026-05,system,2026-08-08T05:28:57+00:00
自动驾驶算法工程师,C/C++,编程语言,3,3,1.0,34,27,0.794118,稳定核心技能,1,1,2026-07,system,2026-08-08T05:28:57+00:00
自动驾驶算法工程师,Kubernetes,系统与运维,3,2,0.666667,34,25,0.735294,稳定核心技能,1,2,2026-07,system,2026-08-08T05:28:57+00:00
自动驾驶算法工程师,Linux,系统与运维,3,2,0.666667,34,26,0.764706,稳定核心技能,1,3,2026-07,system,2026-08-08T05:28:57+00:00
自动驾驶算法工程师,Machine Learning,AI,3,2,0.666667,34,24,0.705882,稳定核心技能,1,4,2026-07,system,2026-08-08T05:28:57+00:00
自动驾驶算法工程师,Python,编程语言,3,2,0.666667,34,29,0.852941,稳定核心技能,1,5,2026-07,system,2026-08-08T05:28:57+00:00
自动驾驶算法工程师,计算机视觉,计算机视觉与图形,3,2,0.666667,34,24,0.705882,稳定核心技能,1,6,2026-07,system,2026-08-08T05:28:57+00:00
自动驾驶算法工程师,PyTorch,AI,3,1,0.333333,34,25,0.735294,稳定核心技能,1,7,2026-07,system,2026-08-08T05:28:57+00:00
自动驾驶算法工程师,TensorFlow,AI,3,1,0.333333,34,2,0.058824,当月活跃技能,0,8,2026-07,system,2026-08-08T05:28:57+00:00
自动驾驶算法工程师,性能优化,软件工程,3,1,0.333333,34,1,0.029412,当月活跃技能,0,9,2026-07,system,2026-08-08T05:28:57+00:00
自动驾驶算法工程师,模型压缩,大模型,3,1,0.333333,34,5,0.147059,当月活跃技能,0,10,2026-07,system,2026-08-08T05:28:57+00:00
自动驾驶算法工程师,模型训练,大模型,3,1,0.333333,34,1,0.029412,当月活跃技能,0,11,2026-07,system,2026-08-08T05:28:57+00:00
自动驾驶算法工程师,汽车电子,行业应用,3,1,0.333333,34,5,0.147059,当月活跃技能,0,12,2026-07,system,2026-08-08T05:28:57+00:00
自动驾驶算法工程师,深度学习,AI,3,1,0.333333,34,20,0.588235,稳定核心技能,1,13,2026-07,system,2026-08-08T05:28:57+00:00
