standard_job,skill,kg_display_skill,monthly_jd_count,monthly_skill_count,monthly_skill_frequency,cumulative_jd_count,cumulative_skill_count,cumulative_skill_frequency,snapshot_skill_status,is_core_skill,rank_in_month,source_month,source_type,profile_generated_at
政府通用计算机技术岗,人工智能,智能化技术,35,7,0.2,110,14,0.127273,当月活跃技能,0,8,2025-10,system,2026-08-06T03:30:36+00:00
政府通用计算机技术岗,统计学,数据与统计,35,5,0.142857,110,8,0.072727,当月活跃技能,0,9,2025-10,system,2026-08-06T03:30:36+00:00
政府通用计算机技术岗,通信工程,通信与电子技术,35,3,0.085714,110,6,0.054545,当月活跃技能,0,10,2025-10,system,2026-08-06T03:30:36+00:00
政府通用计算机技术岗,数据分析,数据与统计,35,2,0.057143,110,3,0.027273,当月活跃技能,0,11,2025-10,system,2026-08-06T03:30:36+00:00
政府通用计算机技术岗,信息系统,政务信息化,35,1,0.028571,110,9,0.081818,当月活跃技能,0,12,2025-10,system,2026-08-06T03:30:36+00:00
政府通用计算机技术岗,密码技术,网络与安全,35,1,0.028571,110,2,0.018182,当月活跃技能,0,13,2025-10,system,2026-08-06T03:30:36+00:00
政府通用计算机技术岗,数据管理,数据与统计,35,1,0.028571,110,2,0.018182,当月活跃技能,0,14,2025-10,system,2026-08-06T03:30:36+00:00
政府通用计算机技术岗,数据计算及应用,数据与统计,35,1,0.028571,110,6,0.054545,当月活跃技能,0,15,2025-10,system,2026-08-06T03:30:36+00:00
政府通用计算机技术岗,系统运维,网络与基础设施,35,1,0.028571,110,2,0.018182,当月活跃技能,0,16,2025-10,system,2026-08-06T03:30:36+00:00
政府通用计算机技术岗,自动化,智能化技术,35,1,0.028571,110,3,0.027273,当月活跃技能,0,17,2025-10,system,2026-08-06T03:30:36+00:00
